Genes,CAOV3,JHOS2,PEO1,PEO4,OAW28,COV504,JHOS4,CAOV4,NIHOVCAR3,SNU8,PEA1,59M,ES2
GSTM5,1.00000002,1.000000006,1.000000125,1.000000032,1.000000007,1.000000002,1.000000004,0.999999989,1.000000044,1,0.999999996,1.000000003,0.999999993
DYRK2,1.00000002,1.000000006,1.000000125,1.000000032,1.000000007,1.000000002,1.000000004,0.999999989,1.000000044,1,0.999999996,1.000000003,0.999999993
ALLC,1.00000002,1.000000006,1.000000125,1.000000032,1.000000007,1.000000002,1.000000004,0.999999989,1.000000044,1,0.999999996,1.000000003,0.999999993
PIGP,1.00000002,1.000000006,1.000000125,1.000000032,1.000000007,1.000000002,1.000000004,0.999999989,1.000000044,1,0.999999996,1.000000003,0.999999993
MAOB,1.00000002,1.000000006,1.000000125,1.000000032,1.000000007,1.000000002,1.000000004,0.999999989,1.000000044,1,0.999999996,1.000000003,0.999999993
SLC17A5,1.000000018,0.999999994,1.000000064,1.000000015,1.000000006,1.000000011,1.000000001,0.999999965,1,0.999999938,1.000000007,1.000000015,1.000002925
PLCB3,1.000000018,1.000000011,1.00000006,1.000000011,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000011,1.000000007,1.000000015,1.000002925
ALDH1B1,1.000000018,1.000000011,1.00000006,1.000000011,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000011,1.000000007,1.000000015,1.000002925
CYP4V2,1.000000018,1.00000001,1.000000064,1.000000011,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000011,1.000000007,1.000000015,1.000002925
ALK,1.000000018,1.00000001,1.000000064,1.000000011,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000011,1.000000007,1.000000015,1.000002925
PPP1R1B,1.000000018,1.00000001,1.000000064,1.000000011,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000011,1.000000007,1.000000015,1.000002925
NDUFS8,1.000000003,1.000000007,1.000000067,1.000000021,0.824761283,0.863402819,1.000000001,0.999999978,1.00000001,0.698408849,0.644228494,0.825892556,0.999999993
DCXR,1.000000011,1.000000011,0.999999972,0.99916351,0.999999964,0.999690066,1.000000018,0.999905169,1.000000028,0.99999997,0.999302015,0.99977659,0.999963397
SORD,1.000000016,1.000000023,1.000000074,0.999163475,1.000000007,0.999690031,1.000000008,0.999905164,1.000000029,1.000000101,0.999301956,0.999776604,0.99996344
USP42,0.848722284,1.000000011,0,0.708511236,1.000000006,1.000000011,0.795976117,0.613551279,0.823500062,1.000000011,1.000000007,1.000000015,0.869866348
GUCY1A2,1.000000037,0.999999992,1.00000013,1.000000028,1.000000007,1.000000022,1.00000001,0.999999959,1.000000023,1.000000042,0.999999987,1.000000011,0.999999993
MIOX,1.000000022,1.000000013,0.999999972,0.999163407,0.999999949,0.99968998,0.999999993,0.999905016,1.000000003,0.999999925,0.999301813,0.999776561,0.999963379
NTPCR,1.000000024,1.000000021,1.00000008,1.000000024,0.999999968,1.000000023,1.000000001,0.999999999,1.000000026,1.000000014,1.000000004,1.00000001,0.999999993
ATP2A2,0.999999953,1.000000015,1.000000035,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
CPA3,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
AGPAT4,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
NAT1,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
CYP7A1,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
HGSNAT,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
PGM2,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
CALM3,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
CINP,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
CTDSPL,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
SULT1A1,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
ILKAP,0.999999953,1.000000015,1.000000066,1.000000024,1.000000005,1.000000034,1.000000019,1.000000016,1.000000015,1.000000057,0.999999989,1.000000018,1
UPP2,1.000000026,0.999999992,0.999999998,1.000000052,0.999999992,1.000000032,1.000000006,1.000000006,1.000000032,1.000000014,1.000000033,1.000000018,1.000003003
ACSBG1,1.000000026,0.999999992,0.999999998,1.000000052,0.999999992,1.000000032,1.000000006,1.000000006,1.000000032,1.000000014,1.000000033,1.000000018,1.000003003
SLC7A2,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
DGKE,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
HYI,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
AAK1,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
PLPBP,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
ENPP2,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
PPP1CA,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
SGK2,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
GNPTAB,1.000000021,1.000000027,1.000000044,1.000000028,0.999999996,1.000000023,1,0.999999965,1.000000019,1.000000061,0.999999978,1.000000018,0.999999993
INMT,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000045,1.000000064,0.999999976,1.000000017,0.999999993
UBE2U,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000045,1.000000064,0.999999976,1.000000017,0.999999993
PTPN2,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000045,1.000000064,0.999999976,1.000000017,0.999999993
PYCR1,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000045,1.000000064,0.999999976,1.000000017,0.999999993
SLC17A6,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000045,1.000000064,0.999999976,1.000000017,0.999999993
DDC,0.999930737,0.999833765,0,1.000000052,0.999999992,1.000000033,0.999653846,1.000000006,0.999997601,0.999999969,1.000000037,1.000000003,1.000000012
PPIL6,1.00000004,1.000000015,1.000000111,1.00000003,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.000000005,1.000000004
FES,1.000000032,1.000000028,0.99643872,1.000000024,1.000000005,1.000000034,1.000000009,1.000000016,1.000000015,1.000000057,0.999999996,1.000000018,1
NUP62CL,1.000000033,1.000000028,0.999999992,1.000000011,1.000000006,1.000000001,1.000000001,0.999999966,1,0.999999987,0.999999991,1.000000003,0.999999884
SLC2A14,1.00000003,1.00000001,0.999999998,0.999999985,0.999999984,1.000000036,1.000000005,1.000000016,1.000000041,1.000000031,0.999999994,1.000000003,1
PLCG2,1.00000003,1.00000001,0.999999998,0.999999985,0.999999984,1.000000036,1.000000005,1.000000016,1.000000041,1.000000031,0.999999994,1.000000003,1
VKORC1,1.00000003,1.000000011,0.999999998,0.999999985,0.999999984,1.000000036,1.000000005,1.000000016,1.000000041,1.000000031,0.999999994,1.000000003,1
SLC8A1,1.00000003,1.000000011,0.999999998,0.999999985,0.999999984,1.000000036,1.000000005,1.000000016,1.000000041,1.000000031,0.999999994,1.000000003,1
ZDHHC18,1.00000003,1.000000011,0.999999998,0.999999985,0.999999984,1.000000036,1.000000005,1.000000016,1.000000041,1.000000031,0.999999994,1.000000003,1
ACSL5,1.000000013,1.000000017,1.000000044,1.000000032,1.000000006,1.000000001,1.000000005,0.999999989,1.000000044,1.00000002,0.999999996,1.000000003,1.000000009
PTPRT,1.000000013,1.000000017,1.000000044,1.000000032,1.000000006,1.000000001,1.000000005,0.999999989,1.000000044,1.00000002,0.999999996,1.000000003,1.000000009
METTL21A,1,1.000000018,1.000000012,1.000000019,0.999999991,1.000000026,1,1.000000006,1.000000045,1.000000088,0.999999976,1.000000017,0.999999993
PCCB,0.999999954,1.000000008,0.99999995,0.999999996,0.999999988,1.000000005,1.000000001,1.000000001,1.000000015,1.000000074,0.999999978,1.000000003,0.9999999
ZDHHC21,1.00000001,1.000000009,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
PLPP4,1.00000001,1.000000009,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
ETFA,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
METTL16,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
PLCD4,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
USP29,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
PHKG1,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
CAMK2G,1.00000001,1.000000013,0.999999998,0.999999985,0.999999993,1.000000009,1,1.000000009,1.000000012,1.000000018,0.999999989,1.000000003,1.000000002
NDUFB11,1.000000008,1.000000006,0.999999992,1.000000022,0.824761285,0.863402828,1.000000009,0.999999966,1,0.698408755,0.64422848,0.825892565,0.999999993
GALNT11,1.000000014,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000003,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
MOGS,1.000000014,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000003,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
EPHA5,1.000000014,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000003,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
ALPI,1.000000008,1.000000014,0.712455711,1.000000026,1.000000005,1.000000016,1,0.999999986,1.000000001,1.000000003,0.999999991,1.000000003,0.999999993
MPC1,1.00000002,1.000000029,0.999999984,1.000000036,0.999999988,0.996921649,1.000000003,0.999999999,1.000000054,1.000000017,0.999999994,0.993576154,0.999999995
SLC10A6,1.000000016,0.99999999,1.000000058,0.999999983,0.999999993,1.000000019,1.000000005,0.999999994,1.000000013,1.000000073,0.99999998,1.000000003,0.999999993
IL4I1,1.000000028,1.000000031,1.000000002,0.997960761,0.999999986,1.00000001,1,0.999999986,0.999221893,0.994425943,0.994326861,1.000000004,0.995552694
CTSZ,1,1.00000002,1.000000002,1,1,1,1,1,1,1.000000016,0.999999993,1.000000003,1
METTL17,1,1.00000002,1.000000002,1,1,1,1,1,1,1.000000016,0.999999993,1.000000003,1
SLC4A2,1,1.00000002,1.000000002,1,1,1,1,1,1,1.000000016,0.999999993,1.000000003,1
SLC24A5,1.000000027,1.000000012,1.00000007,1.000000004,0.999999988,1.000000019,1,1.000000008,1.000000003,1.000000027,0.999999983,1.000000016,0.999999993
ACVR2B,1.000000036,1.000000056,1.000000009,1.000000028,1.000000007,1.000000012,1.000000008,0.999999985,1.000000012,1.000000009,0.999999978,1.000000018,0.999999993
SLC20A1,1.000000036,1.000000056,1.000000009,1.000000028,1.000000007,1.000000012,1.000000008,0.999999985,1.000000012,1.000000009,0.999999978,1.000000018,0.999999993
EFL1,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000026,1.000000064,0.999999976,1.000000017,0.999999993
PNCK,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000026,1.000000064,0.999999976,1.000000017,0.999999993
RPP14,1.000000025,1.000000017,1.000000012,1.000000019,0.999999996,1.000000026,1.000000007,0.999999983,1.000000026,1.000000064,0.999999976,1.000000017,0.999999993
TAOK3,0.999999993,1.00000001,1.000000068,0.999999989,1.000000007,1.000000022,1,1.000000001,1.000000012,1.000000002,0.999999978,1,0.999999996
ARSB,0.999999993,1.00000001,1.000000068,0.999999989,1.000000007,1.000000022,1,1.000000001,1.000000012,1.000000002,0.999999978,1,0.999999996
DGAT2,0.999999993,1.00000001,1.000000068,0.999999989,1.000000007,1.000000022,1,1.000000001,1.000000012,1.000000002,0.999999978,1,0.999999996
FUT6,0.999999993,1.00000001,1.000000068,0.999999989,1.000000007,1.000000022,1,1.000000001,1.000000012,1.000000002,0.999999978,1,0.999999996
CHIT1,0.999999993,1.00000001,1.000000068,0.999999989,1.000000007,1.000000022,1,1.000000001,1.000000012,1.000000002,0.999999978,1,0.999999996
PRKACG,1.00000002,1.000000019,1.000000047,1.000000036,0.999999986,1.00000002,1,0.999999999,1.000000039,1,0.999999987,1.00000002,0.999999994
SLC2A8,1.000000012,1.00000001,1.000000059,1.000000015,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000017,1.000000007,1.000000015,1.000002925
POLE2,1.000000012,1.00000001,1.000000064,1.000000015,1.000000006,1.000000011,1.000000001,0.999999965,1,1.000000017,1.000000007,1.000000015,1.000002925
NDUFA12,1.000000024,1.000000021,0.712455673,1.000000024,0.824761249,0.863402811,1.000000001,0.999999999,1.000000026,0.698408778,0.64422849,0.825892552,0.999999993
PTGIS,1.000000017,1.000000017,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
CSNK2A2,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
STK10,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
HCN3,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
CBLL1,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
HHAT,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
FADS3,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
LIPG,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
AMHR2,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
MASTL,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
DHTKD1,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
IRAK2,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
GLO1,1.000000017,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.000000023,1.000000018,0.999999978,1.000000003,0.999999993
NDUFA2,1.000000038,1.000000011,0.999999939,1.000000028,0.824761274,0.863402812,1,0.99999997,1,0.698408776,0.644228474,0.825892547,0.999999993
NDUFA1,1.000000038,1.000000059,0.99999997,1.000000022,0.824761276,0.863402832,0.999999998,0.999999965,1.000000012,0.698408732,0.644228509,0.825892564,0.999999993
SCLY,1.000000003,1.000000018,0.712455668,1.000000021,0.999999983,1.000000029,1.000000007,1.000000019,1.000000031,1.000000027,1.000000044,1.000000037,1.000000005
MTHFD1,1.000000021,1.000000043,0.999999924,1.000000032,0.998385156,1.000000026,1.000000001,0.999999999,1.00000001,0.999999968,0.999999978,0.997853453,1.000000001
DAPK2,1.000000003,1.000000018,0.999999926,1.000000021,0.999999983,1.000000029,1.000000007,1.000000019,1.000000031,1.000000027,1.000000044,1.000000037,1.000000005
ALDOB,1.000000003,1.000000018,0.99999999,1.000000021,0.999999983,1.000000029,1.000000007,1.000000019,1.000000031,1.000000027,1.000000044,1.000000037,1.000000005
ETNK1,1.000000039,1.000000021,1.000000004,1.000000019,0.999999993,1.000000016,1.000000004,0.999999978,1.00000001,1.000000029,1.000000026,1.00000001,1.000002987
FHIT,1.000000039,1.000000021,1.000000004,1.000000019,0.999999993,1.000000016,1.000000004,0.999999978,1.00000001,1.000000029,1.000000026,1.00000001,1.000002987
LRSAM1,1.000000039,1.000000021,1.000000004,1.000000019,0.999999993,1.000000016,1.000000004,0.999999978,1.00000001,1.000000029,1.000000026,1.00000001,1.000002987
SLC16A4,1.000000039,1.000000021,1.000000004,1.000000019,0.999999993,1.000000016,1.000000004,0.999999978,1.00000001,1.000000029,1.000000026,1.00000001,1.000002987
CPA1,1.000000011,1.000000009,0.712455636,1.000000028,0.999999998,1.000000001,1,0.99999997,1,1.000000079,0.999999989,1.000000004,0.999922989
PDHA2,1.000000013,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1.000000005,0.999999986,1,1.000000003,0.999999991,1.000000014,0.990562614
TSSK1B,1.000000021,1.000000026,1.000000063,1.000000015,1.000000007,1.000000012,1.000000008,0.999999994,1.000000029,1,0.999999993,1.000000015,0.999999993
ETFDH,1.000000021,1.000000026,1.000000063,1.000000015,1.000000007,1.000000012,1.000000008,0.999999994,1.000000029,1,0.999999993,1.000000015,0.999999993
AQP7,1.000000021,1.000000026,1.000000063,1.000000015,1.000000007,1.000000012,1.000000008,0.999999994,1.000000029,1,0.999999993,1.000000015,0.999999993
